Rank,Player ID,Player,EX Rating,Charts Rated
51560,CehQOjqrI0xbKcx4rb00dLYGK21Z,splattertrack,4.991,49
51561,CegsJ7o6eXDRrMZBwtadGDlRdj9U,jenthelass,5.900,75
51562,CedztcjzzYosmYUEJuAO2EWhq4hQ,Shenky,2.136,4
51563,CeZaVAl2xqw3N2jfJKJs9AviFZBz,Chappy,3.840,32
51564,CeZIQqVQ1VTpYwKhlgkyuRB7SSAV,USA Mapper,4.225,36
51565,CeXMTvLZOFWewlDP2qMv9NKSV45X,GamerGorrilla10,5.540,129
51566,CeSvL2oJBHhzm2kgKAcuFntYBOSv,puds1977,4.291,123
51567,CeRyP1cCxOtT2KsUUKNSTugyFefI,onyxblaq,2.012,2
51568,CePJk6Vt6Lo5mE699PiV1COpLEgB,Drac0w0,2.298,4
51569,CeOsJGInuKnXLVsDBaFUxceqD3FU,destiny-shinn-,3.612,53
51570,CeJLa86CafCUpG4URT1aiL2VDgIQ,stoot,3.887,62
51571,Ce9zW35jI7Utu7jdnJKuAD8t5V9Q,NANISUKAA,4.292,59
51572,Ce9mhPuz9DuFwquPIv1Nx9vRetSa,Epicevan8,3.868,42
51573,Ce0TDCms921doW41yaHYQWd1oagU,klinsytatari,4.560,48
51574,Cdy12aLbgEXwe6hHm4NfPCtBPwEY,Stranger,2.842,18
51575,CdwkDnQNsP8EPa86BmEsaxotiAj6,Nana,7.088,94
51576,CdwbhumMiFx9RCGbt4zxBHBFK2vV,Cozaman19,2.148,5
51577,CdrMH7o0ZfV4iCJxU9AdtnrCn5AS,Naharu,2.502,10
51578,CdlDMfvZJJ0dguLsd8g3EI2OGICA,Schmooly,4.103,58
51579,CdjInw8kwXI6zi53TsqshlvchyJg,Fancy Snancy Cat Man,4.271,30
51580,CdhySX1GkGVPYvVirordWRds7uvh,Sempu_Vibes,2.765,23
51581,CdaRdYskU4AjtOSKTG5Qk7sGeXpT,Combat Wombat,3.858,35
51582,CdZS02y50KiEcZGx7iNFFWoEzc1y,elliot,4.002,50
51583,CdYSxkoPq7fUUECuvP4DHcPiPWEm,ninjablade46,2.161,9
51584,CdWdJQuTHtkNSHJdbAkifxaAPMVA,TSx* Naxer,2.797,12
51585,CdQiAMi3eWNdMlyX4Sq5wkzsEHDS,JustCausinDEBT,4.652,54
51586,CdPtPA2R4fBzfTHTINiHvXJlsWbs,shimmy shimmy,2.065,3
51587,CdMMGlImFK9bayAWNzS1mWEPKLDR,Nox,2.614,11
51588,CdJJIglur1KSWSc1hGXEIfK6whwa,mmcorp69,2.050,2
51589,CdIfPYG33GOWfd8w6WjR2Ukz1lAE,Gubbins,3.171,31
51590,Cd9qj6aBIXn7Cl73Ell2lj1Jze9O,sack6oy,8.425,92
51591,Cd8F8BsqVLnXzC10RGQE5FjFbOMY,Zigmatism,3.304,20
51592,Cd8DtM2ZFdOkkmJpwu9kJpjPwkve,erinmilly,2.752,19
51593,CcwPV8nPXP3z8enIhK8pK04RSUgK,dyep,2.089,2
51594,CcuHiMCWCA5nyV9ZOVruZLyjmgLN,offside-wipe82,2.120,3
51595,CcrQe58rc5W69XMlk680BfbgZEJf,FillUpSeeDeeEye,3.782,49
51596,CcqV5hyi9jdX7UU6dzzdhJECGrf2,Jules,3.199,31
51597,CcpsCvibXLeMOFyqnKmQpRjynnPX,Foxtother,2.270,14
51598,CcpJ8OYaCcwMUTP6gG82C8pVNDfo,polygon ninja,2.018,1
51599,CcowRRrVybxHZKppeZubpYmtnhGv,mel,2.037,1
51600,CcfyiyrDPNKNwD6Y6bbEeq5ryxHk,MegaByte,2.004,1
51601,CcW8e5BtUKdR9BItf2eTr7Rbqjyg,csic,2.128,4
51602,CcNtZMgQT1gxs4aLSJqPtr7tyIU5,sonicboom789,3.037,19
51603,CcNHITInwd3SZtCkt2qLO9JAK7H2,Julu,3.113,25
51604,CcJ8qhKlu1LlhgwiN6h3R6PQql3s,Haru_Kamui1,2.810,12
51605,CcIsIH7qm7SkblKgftgPRbS41ilF,Splatzane12,2.164,4
51606,CcHNlLhyjQuxFKj2s37C4kL6Buje,Deathadder,2.007,1
51607,CcGP9WJ7iQ6H0mnbXMo7BVyfVXCo,blackmoonlight,3.248,18
51608,CcE0oQWUTCEzmLPFECwrdprS8Feu,Jats,3.640,25
51609,CcDtKx8qwbDd6qQ18T3T5qMi8Tkz,meower77,4.109,40
51610,CcDhPMvttNcVfi0mGoONbzwsV5JK,J316ArrowKitty,2.074,1
51611,Cc9Sjzz6d22juYMkfhXPVfuomZMx,JamTime,4.736,60
51612,Cc7DFNSFRUagXDopjwSCxrkrlaBp,Steve02sonic,2.636,17
51613,Cc56qYgwiv7pyWNzQNvrCv3AmZaI,Zerglinator,2.839,36
51614,Cc2wpq448lFKYF7657pqLVYFpsDL,KingofNekos,2.042,3
51615,Cc1BGs9h7PKNrLbdjhhGYrtUbH2e,Tuggin' my Tortellini,2.006,1
51616,CboGM5e0PID0iX7X0urGp05IYgmu,IdkWhatToNameThis,4.844,109
51617,Cbo7qK0BNpoNCYlVhkEtadF8Jbzu,Whaflez,4.910,72
51618,CbkyK94cbafY1dTlVmy7oFvCrtlw,coffee.mp3,2.850,16
51619,CbhlZkXQzBoFhhExFYaHCKJuirEw,ven,2.258,6
51620,CbaWSXQ5HjfGFT9wGIghBTPgzpEq,Sammy096,5.485,60
51621,CbZTyr0NF8tdKLj6AlD5Cr5McMGe,Chewbear,2.165,6
51622,CbZMcSPy8lk5JfQEWfEPaCR5swpR,Flazer I guess,4.222,39
51623,CbZFTakJ0Qq9FdQuX0B9X83u2JPY,Murasen,2.033,2
51624,CbTOXoeeZctIyTMQADX3hcP2XwN6,JUICEBOX-_-009,2.054,5
51625,CbPjJAicfQyVqQgE3Ghun8LGtGpA,Tai,2.014,1
51626,CbNRznKZcMZmWimUrAJobwCsAui7,But Hed,2.104,4
51627,CbGZzUMmDeNPgpcmqV4PeHAHnMLz,Monkey_Ian,2.117,5
51628,CbDZ1VgVjRsMX3RMaSakNI2IYeRr,Nejy,2.139,3
51629,CbCjwXUwbHhw70nbfINFPvZ36Awc,tap39,2.003,1
51630,Cb5QAw2boTUrn9AZS2H6fK76eeYn,Zoony,2.363,17
51631,Cb4jEA8LGpnhb4xnsm2J0LPtQ0p6,Hades,3.121,16
51632,Cb2xPsGa5ag42NQTg4EpVG2nmIjr,Night Owl,3.982,63
51633,Cb1ND07Mj7WplxtKq5kl0hdWcAQ1,Orawe,2.083,3
51634,Cb0T9enpV3rJhbFjiNpS9uZSCzLB,Maple,7.190,109
51635,Cax2VTqHyPnpXfqtaAzbYIzpI6wV,onlyplaylastofus,2.546,18
51636,CaryZF5vFoY0QQBYbI0qnuFhz5oC,Encaya,2.284,7
51637,Cary61K3dl6H71PFGnWutzCEIxkC,jocajadajo,2.545,10
51638,CapN6aaZbleQcEDpOXU2CQOClQbc,BELUGA81,3.445,28
51639,CaiNvJ8QOtdyhqC6Pl3EEHkLU73H,cloudy,2.019,1
51640,Cadmijath8bmEMtuL1fHqKceedmI,YuuKaze,2.077,1
51641,CaXmDzvVTWdda45uRpbFt5PX2MBd,Sin,2.516,13
51642,CaV3hbCIZEKhrkdinSFqIY71Zblu,kyc,2.040,1
51643,CaTFMC5gogw9nFAXMqr8flExj0UW,Swoswmp,2.030,2
51644,CaPRBsL9I5CdgHNsrsEfyukoVbe8,Rocky,2.371,6
51645,CaNogrBGaPmyfZEQgs9IzaehoV8s,Kirbo@Superstar,3.623,113
51646,CaLfWOXooG7R4F0AYiQFFvV62H89,Parkerfre,2.083,3
51647,CaL9Cq27OwbIITcFSQhH3swyw35a,BluScoutsDad115,2.011,2
51648,CaEzmUuIthtNh4BKLH38NcZHJXfc,elkyfrostglen,2.032,2
51649,Ca9B2knyslEgVG7jOqJo8sSJlAML,GRYFENFER,4.536,287
51650,CZzLWhSeRiNVfxWZZW9G4S4Ltjtl,Abelter,5.824,84
51651,CZkuo2sswb31yazEDpT8c7psvcaK,UnInvincible,2.115,5
51652,CZd7IkFyWNpGuNtbSoh3L0uwuT5a,SpikeHD,3.262,16
51653,CZYSr0IurL8cYCDAljbeaOSJrsek,Oomas,2.539,10
51654,CZTdGgROp8sEYnJDmA2cU4fBq5LJ,Weego:),3.191,15
51655,CZRRD4DNlmRaK2v2MtEhltebxSBY,quentinred1234,2.344,9
51656,CZIpplgsTfqWn0DF7Z2ED8fq1LNu,Timekeeper Cookie,5.422,98
51657,CZHPFHrv8v7UGFjl5Cj2EBXSS2rq,QBall™,2.208,6
51658,CZArRcZFuPUU5Cs4TJTlUHjLf8gR,Pandalf,4.292,55
51659,CZ2Xojg88qBqr66pelc8XvBORFsn,Chez21300,2.955,11
51660,CZ1VxETZAuHP1dGmHLwnbuI7XJlk,Xx_Player25_xX,2.417,6
51661,CYwj7zp8hwsfLNmzdfFhTgVW5PZd,wafflez1134,3.892,93
51662,CYtjDW5iox8zOPUU3PjwRKa92IDS,Ionic_Robot,2.169,6
51663,CYrguDk9O23oAe7ARUmZ94mVXEBT,BaniiChoVT,9.238,118
51664,CYpng28b4EauGPOYCqDgikWsIygR,cR@GgLe$,3.408,36
51665,CYoRcH0aMhhtsCp4lHFsUjzsAaGA,Burning Major,2.040,1
51666,CYlnc8eaPbhw7F9fM4U1drEox5Bk,Janis,5.942,96
51667,CYjiVxS8AoLK5DE7NCNY8CObUrA7,kiko~,3.939,32
51668,CYhd6tTbI1tHENfgPRAfNr3omrpr,VIRGINIA!!,2.163,9
51669,CYg8MLcs78woNNf6hIMDBX0whY66,Letabuty,2.020,1
51670,CYRyfG1vW3b7Pf7FR9qNYNSOdClZ,Superpower2468,6.297,70
51671,CYR0FlIWjLjNBbOBPqp3QKOWXLsy,The great Caesar,2.575,6
51672,CYO9HuRaSvZLSQ6hdFED8Pw7k1dE,七七OQF,2.129,4
51673,CYMl71QGjFL25ayOwj9VGguBtBFR,Onie,2.038,1
51674,CYKf795ptj0GWw5yMdGhF1Qtrepy,Cheevviz,3.135,15
51675,CYJocXDGtD7DEjW5dh7WSVaqjN8P,Legendary Super Ball,2.347,6
51676,CYH2oykK5KQrR7KDUU4ETseNCSYo,certified roast beaf maniac,2.214,6
51677,CYGVpCtinvaMexc6M1ukHwfXqnsq,clem21000,2.529,14
51678,CYFe0TUIxf3QwvR4uV5gbyaZ3ub0,Teo,4.997,75
51679,CYBJ0Hajq87OM9bUsXBkO6wqWbnH,Overlord Greek Yogurt,3.115,13
51680,CYAk5mHRpEqr8qLwhOszBaAvhxNQ,mountain dew devil,3.520,117
51681,CY6p2JRISryisFSgzAnSjI5QmMSr,Nixel115,2.149,5
51682,CY6K6ZBWuHtAbu4q9IdbSlZN6Di7,Sen Walzen,2.134,4
51683,CY3qE6r0vPQAoI7znZs62H5SR8d8,Parcos,3.453,23
51684,CY3EkIKmFobOZ9pnaS0RXytM26n8,Gventorman,2.027,1
51685,CXzaeBbQM91WRMFspmLtbCBh0WNK,Wytew <3,5.613,253
51686,CXyyRJi4mm8dDvGqD1rp23RnfGaQ,Kaeberry,2.888,16
51687,CXmQHK0o7IeyJUCznkwswqxT3mwo,BigDaddyge0,3.393,16
51688,CXmDZ3ZCPurHGp8yfaDaFe5gVKmO,La'zurite,2.247,7
51689,CXkMECrlGyojAy8EUELFEHls1BiJ,Taylobp0,2.016,2
51690,CXg2hFGO0uv82Z00BXPKo7Fnirb1,Juna,4.116,45
51691,CXXUwyVNdBgRniBna72hlIKOFarC,googoofee,6.918,99
51692,CXUd2PXQforMvVxkzRnqmn48O1Ff,TUESDAYSTACO,3.108,11
51693,CXSnNdiVyerl1G0Wi2euiBOSW5Za,Sharp_Noodle,3.852,55
51694,CXQrX2p9gGtem9dZ94rhLreyc9mt,kyunpid !!,3.303,16
51695,CXKC8kJXhLT9lwku9fkgBh0s5opd,harmoli,2.008,1
51696,CXIgYTRT7LztHj7UKCKBQbsn9IkZ,GroggyDuckling,2.112,4
51697,CX6SxMThLG78QmRuQOWcda7AJGZC,Cosmoᵋ,2.251,5
51698,CX3idDpkx9VM8x9PPRSrtg9czACU,nanuka9876,3.760,100
51699,CWywZmmegye6oiKo3BH86UAJAX5H,ManInTightJorts,3.619,36
51700,CWoooM745MF6cJO7OYp9OAs1aUZ2,hack2nator,4.405,36
51701,CWlH1XnUjTj7ZDfuVVL23Gl4hMTL,Founded,4.695,39
51702,CWfezD3VIP4B5ch7DWDrisk7lQ61,Seppe,4.234,70
51703,CWH4tUzPCbPemVGakNq2d0hzKcZF,llZIONII,2.250,10
51704,CWFlvtvojN3sWEdQLA4cDVoNhtSt,Bisexual Goodra,2.029,3
51705,CWDJiLK2sXNQ3KNNBiAMAu771Qcl,Xiao_La,2.036,1
51706,CW9QYOH427CA7uU1hoWVPFCkZflS,Eliteilluzionz,4.024,41
51707,CW7DvJ9qGx8elSnFmXStFDw0N8pF,SadGh0st1225,2.011,1
51708,CW6TyyVstipH1UVaU6vXLWfBr2aR,WhyIsMe,2.597,18
51709,CW1G2M8LiGPZzalJDejHLboLEtLz,tm06,2.028,2
51710,CVzuRZmDxu8YXWQ8WPqzo5az5FE2,Red Panda Randomness,4.019,34
51711,CVnenHMOVgoywnCaCXP4p3ywTJtD,Squilliam Afton,3.000,18
51712,CVmWnWoqDqchpLoXQ1jJ5UjsUemK,tbenziger,4.706,168
51713,CVe6BOPK6HTHu9hz5DboBcHZAgX4,Doc,2.986,24
51714,CVYH4NL4Ytx3X6HWdnPgECcrKyu0,Cybogninja,2.068,1
51715,CVUhVBYkmzjWWEpb95m74Agrurd8,Blaidd Drwg,5.282,136
51716,CVQtwKFgzIiYt9iigKQzQBKMB7w6,Yose,3.529,65
51717,CVPEZdD2RHR5IuGEbbLnPjcm2QsR,Cola,2.356,7
51718,CVMdAlHv2EQqJXFskReYGk7tBxCz,Wilthren,2.177,3
51719,CVIFWNkY0F6gJYfwBFkgdPXPW08h,content-croak79,2.149,6
51720,CVHTd3lGEwcFknME0Il9SysxPn39,Crisberry,3.413,21
51721,CVBb06hCiy3Au90yb5G76wuaJU3q,brando9g,3.853,38
51722,CVAM2xXSRUlgJo8qQKW3WRrfc2Zq,Tejan,2.020,1
51723,CV2bimkiaStBfSrllIaoBqzSsPSc,COSMICIVY,2.057,2
51724,CV299TPW7C1HPLF47lVsPl7TCc1q,Pepsqueak,3.688,33
51725,CUyuf6MbIShXzvhodiU86A3yUeke,FaTaLLiMiT,2.005,1
51726,CUyirsw3yb7BbfA4hgBynARwoNyy,Endah,6.808,125
51727,CUyKS61lyVpkwhFnmAFZoYeI9t2r,Jasendabeast,2.006,1
51728,CUxCF8HlZCNus8jujXy3R4xBBiso,Weddfire,2.663,14
51729,CUwS0UEk98OcO5v9o7wG1AJUVjsB,NOVATALITY,2.379,13
51730,CUvNXknNHYv8rpN5jqx4Yyc5fdYt,badass,5.361,60
51731,CUp7a8b7atXYFH6lDYkRe9ivI13U,hikaru1009,2.472,13
51732,CUm9BonTAdo6O3wGHBYesgdG7pei,Vagabond,2.038,3
51733,CUdQeRWhneb8rwlvXTcgYDLIFPWT,Syro6428,4.249,48
51734,CUd1AV99fhRnbRtRRF2KFxaBwqh5,Funkybox01,2.003,1
51735,CUVR6wuL5g7hrheaRwoDpGhThGIg,HeyTherePal,2.113,2
51736,CUV1YdPx9nEyTPM62HHYrzzQHt3A,Powik,5.353,41
51737,CUSpnRcsArE9mxFj0UMcwTTwiuf5,woomyboy27,4.457,141
51738,CUSDk5gpJG69LYxDHXK1Gf4nGk3r,Bunny Butt Slut,3.449,41
51739,CURDQbbnX17TB1ReQBHhaAyrRLBn,Unstoppable Ogre from Destiny 2,2.045,1
51740,CUOPxUS8xznnJzto8f6aNgxtSU0R,Bald Markiplier,2.048,3
51741,CUGcnIXkm9UcNunKowyCbkfswAeY,RoxanneRoll,3.939,72
51742,CUDSKqlVysjPnByypQXQWmXbShGq,RicoTagz,3.709,32
51743,CTz9dbWxGexAK90xaOnoyaL5fCFS,EquippedSteeI,4.917,138
51744,CTuNuGh5cswmf8mxCwOgOduUsB38,Echohead,2.285,18
51745,CToUks5o6hRnnpQ28yqRE9SQjao0,JaksAtttack,3.028,20
51746,CToJINZ9DyHWPEd3zTZxMkhvuRaq,LiterallyATomato,3.802,21
51747,CTmgxNNxm6ug4piRwFykRgzPgbJk,Iris,2.052,2
51748,CTbtH2StyZxG4BUXGNpLQbFGMan7,kenji_clown,3.675,52
51749,CTbpWwHU0ZmLS1ACd4W36LSPoLOs,ElectricDragonOwl,4.128,76
51750,CTbg1WNEJ49tFSgpAKH3Pr8dPB39,SuperKMx,2.027,2
51751,CTbLabQyrQk8AiVM3qU4LfMOjzgg,Fender Japan Mustang MG-69/MH,2.352,6
51752,CTT4eAJs1MfHfrFPmFXO6dhaeDwG,Whale Of A Time,2.186,4
51753,CTT47Zs2gy6VA2Y5b2uwupsfOgZa,A Random Dino,4.391,71
51754,CTNMTBeUjvYOMYKn2ESITXgYVrGs,HydeInside,2.969,29
51755,CTBdR4j5drlOtJlKnloE2Zp9Pd16,konidayae,3.412,24
51756,CTA13G5fKpDNfATdCT5HOiiUFx8S,Spoon,2.710,9
51757,CT9gSpX9pjx3SN0N2STOP6PwRiKm,goldenhawk2002,2.108,6
51758,CT6XwA6236xA9J1GLKOgfXfmt9F7,knox,3.257,21
51759,CT1IzOMC6YazDSuIwulTq1sij9xO,Too Fast Cool,4.154,29
51760,CSyuiOlj2GUSjjJK5kkxbgTthDUA,Vivid,2.775,18
51761,CSvHnT13KCJFWueIIA57uisokwDL,moc,2.785,19
51762,CSteCmOrzqjYA7GiiRkoJrTwrRJl,Koroguru,4.687,42
51763,CSn1P6tnYXmAi9AHUmNFoiar9kn2,LORD IN HEAVEN ABOVE HELP ME,5.992,127
51764,CSjhyuzpPEmqjXoNvqWtFzdmuJdR,Trickulele,3.748,52
51765,CSeZK518AQvyOzexDX4hbec4tTER,RandomlyIncoherent,5.416,328
51766,CSRGT74y7kIQPkyIeb7ab1odCaW2,abdullaah.l,2.273,10
51767,CSOiDXwyLraMmjuTWr5wDSM5BeiV,Pine,2.006,1
51768,CSMIOoSp0p83X0oGJ9CYoIrxOWuG,Isephox,5.115,170
51769,CSJ3Q4FseB8QqSO6vCsPYfF9TjLj,DarthJex,2.213,3
51770,CSH90vxGiADlnDvMIoB6dpIrDoTF,Trinexx,4.349,85
51771,CS46Yl5lN1bhq50NiGIECXeTWQMc,Enn,2.405,5
51772,CRwP6sJ65ZXMA95hLItO86SV3OLw,Lekilleur58000,2.039,2
51773,CRoMMjZLnBaO4xJh15RGHsxpMg3f,Badger King,2.069,4
51774,CRm2BuYI2wFricPPamGKGJQgpXst,avro__17,2.015,1
51775,CRkXX0zKDevqbShsHNAUADc98ulZ,FOOTLEtuce,5.042,138
51776,CRk3cT7b7BzPhXjp77EDXq7zp6xr,Axelcoder,2.095,3
51777,CRgXpBpfW0HRyhqEnfAH7e2Vh2po,Fast,2.066,1
51778,CRfvRRuSJTXRKIbG2rwASKvqpt0k,elec2500,3.748,46
51779,CRewArXLmej1bzF5iNRXICIA0W2P,Karsaroth,2.071,4
51780,CRajoLt74UQG25Xl5DoOw8grHuFk,_mrk,2.148,8
51781,CRW03bkUV7vYIPjPa2iBWg5QL22E,SoaringSloth,7.728,177
51782,CRSsuvD30Qx34PcHCsU1B6rjcpEG,AG2G YOTSUBA,2.457,14
51783,CRSfK31o29Nhgprbl55n12Lp8p8o,MYNAMEHOOT,3.702,19
51784,CRSbnJFu833G2OorHy2ZGmh02YrT,Stealth1895,2.146,5
51785,CRQyg1u0a65EefADit2fNJCz6amB,organicbran,2.365,11
51786,CRPe1ZZrnw9bLON5N9eOfrKj62yz,tallguywithbag,3.352,22
51787,CROkpI3oeOKNVGEcaYk2kI2t7nqX,HeV_Geymer59,4.652,36
51788,CRL9kyiK6QnAuOxtXwelxdyeKJCU,Remskii <3,2.393,10
51789,CRJLNNrgL5PpW39G1AYFry2G2NoI,Mel,3.656,21
51790,CRFJNtqOSc4us08KxthKojexd46R,Hecket,2.048,1
51791,CR9wgmofW8aqTtU2YMHh6rdQHYP1,catu,2.478,7
51792,CR7aMkDaOw6FKTDjiT1dDZOxaCIY,Brigadier Vulpes,2.458,22
51793,CQz5vD1DoVfpAwAwlaDYLKd2BjVB,kiwi,3.384,26
51794,CQz2C5FV1si3qooQogIM3UN5oIRS,dlwlrma,4.697,37
51795,CQxSTYDXuVuDVuGgPQA63rCHTDZA,Ava Melancholia,3.453,48
51796,CQw2SYJYft1eTPzX34t6GdyBwwZU,yossy10,4.810,65
51797,CQsx7TfJZemlosevWGzKjUQ2UFHT,Lilineth,5.801,90
51798,CQm6qRb8cj4yVvik5n4KUaDs4Lwj,Quicksilver1016,2.760,13
51799,CQiXTBkzFsSxZh14T9VtUuxomgvz,Kye,2.977,19
51800,CQgf2AkTKzk0DuTgS47Bv87gLSJN,Terrible Stu,2.149,5
51801,CQciBjUsFGDq0a7FdkYR5hwRAYWw,DeathMiner54,3.260,28
51802,CQbDaeAYvlBWgaqWXRTQjiSFO7N6,きりんげ_Twitch,3.055,24
51803,CQVoGhigC6R6sCSSVJvU7t3Ne26I,Pilou,2.284,7
51804,CQTY1HF0Qsczxw7uSqqLOMSz7cx3,Spoonsies,3.329,19
51805,CQSPhjyhqOxG68Farl7MYSFd3yRs,Rockhard_3113,2.090,3
51806,CQR3097zCYNAX7CzrthXZuh7Qxrt,MongoDB Cooper,2.064,3
51807,CQKbbQQmjqvQRdCZ4BU3DjezUYBJ,Albor,2.004,1
51808,CQHvmT7PkVmbIYt3qrYiC6mQHrwM,【=◈︿◈=】,2.473,5
51809,CQEjH7jDGj4qx0FDy9nHuWhDvleM,MorlyIsMyKinshift,4.158,53
51810,CQ7yQAmzawJNqusC8ptqCSSXViXV,nyx,4.924,55
51811,CQ6ghL2FLfv2kaUPqt6fNf434gQ2,Bigchristian2015,2.700,12
51812,CQ5aEK56axySd9sVyluqpA2mgMdp,MasterLolz,3.769,56
51813,CQ21m2faFX6nG83YZ008dP6nYUBb,Unmitt,2.284,5
51814,CPxBfbjmpKDVXnQHDnDgQEwiClMH,TubbyNuggies,2.038,1
51815,CPtymDENNkFdjrIOSkIMedFBZa1Q,Tacinmosh,2.028,2
51816,CPrabELpEvdcvNz3j6JI9F9lqECs,SilvioLuis123,3.507,22
51817,CPo7MQAQDYjEGKdjgVHj709yL9vj,Silky,4.474,86
51818,CPnabs4y8lP6H7TBkAWvTjLhBDIL,Cube,2.075,2
51819,CPhfqihpgM9j49pUAOGK6Mp3cUW0,Catsposter,9.384,99
51820,CPhHnNxpjc8wVLdgDRfesPyzNMZd,Spoff,4.145,67
51821,CPgMgOYMiJwwDSCOQWooqTGoUpEL,squid-lesbian,3.225,22
51822,CPf7Ubl1kyQEYuTO9zef4aDIxCuS,BlueBayou,3.511,68
51823,CPe5HfpBzWBNVBWuqJ9hH2RFGTrt,X4non,2.036,1
51824,CPZsZBtaRoJ3WDKroJsFDUov8al5,Dj_RickyT,5.420,126
51825,CPZJ2lR7EVvbCxiYzYet7pVZg4Ri,theosteams09,2.091,3
51826,CPRCaOtyjihQBBeTAUSstRUIEDi7,istehpwnzors,2.356,6
51827,CPOEhhQH71hSWtMm6EPpY1FnIjKk,Zephilise,2.617,12
51828,CPKxvq2Z0SmDpfwEoh8AycN5lE9I,SpaceCowboy472,2.042,2
51829,CPKsspegz3EBuJ3WfG6Lex63Tvlv,Keiko,2.054,1
51830,CPFTjoZmKKeoTn5BTbW6Tt4eultI,(Bottom) Text,2.303,5
51831,CPFHPBmac8Q4LL7biTTdAB3f28wC,clxvuh,2.034,1
51832,CPCUeJFveM01SpFqbJwhYYJiX15X,TheVampire_Queen,2.215,4
51833,CP8USSd0CuBxCCJdwAXYYbZBPAg7,JSVG,3.551,33
51834,CP6UQsHv0G0vtD8KsKwgJ9y4PHKt,Ragna the Freakedge,5.021,121
51835,CP617mQnAVpxRuVvGud7si40mjU0,kybly,2.078,2
51836,COuhxLpke1e6HhMg6yGYcAhHQVJy,Nitrex2098,3.309,27
51837,COtVSfCBUGKe6C1rljRUKSZqq61W,Jafar al-Rashid,2.496,8
51838,COjVR07N8ZT9eENelR67iCsEbUBZ,Chilluminati,3.368,65
51839,COgS75jWs7bp2OBdsk57XhYzbb6e,MasKs_RT,4.217,46
51840,CObOF3P010LUgXHTlhrEYTwakZSZ,Jirshua,2.263,10
51841,COVvTzblQVmfPcRVq0gbRFbdSezA,NordVPN discount: donda,2.183,7
51842,COLOi8UEmztH7jywQ4EQ23uhUx57,Bigtastychef552,2.002,1
51843,COEG5cVL7TeQoh7y8s5PCqUNyLtK,Redacted_Idiot,2.184,6
51844,COAxTdXeCySAH4Jr3mZ9pLYiYvX5,pietropietrog138,2.745,13
51845,CO7aCvrMwarkU7pz8QfHC00jfInO,Dexter,2.880,29
51846,CO3hSiYCCxO0vxnkgs6FcdBB24J3,Jimmy bob (Reblobbed),5.109,95
51847,CO0RRamBrrfiV6HwvGkdKcQ8ngkn,Джамбік,2.010,1
51848,CNzegfrumoxwdmjbTK5fWq4F9cR9,LuisS,4.669,41
51849,CNzCENxv0zTnGE70UI3qPfzYrZbd,oboth5012,2.156,9
51850,CNxmHlYlG7GJmxo7DiJ59IzEXF2F,uwudani,4.617,21
51851,CNqtmYanYgXgoLFYD0tuLYlTlU3G,excelsia,4.960,47
51852,CNq4Y6Lk0do6XM9Q301MZfMg2WIH,crowseto,2.659,17
51853,CNokgKbC0FxukWRjaQ8d9tYBG7ip,ConnorIsNotHere,2.040,1
51854,CNiFhop80Q0cwN3xqGSDE7RI02IB,Xanzality,8.734,128
51855,CNZfcK0x1TteDj4ex2GixlKiOhPw,Icegull,2.799,15
51856,CNT5TYyXCBAmT0mRS5DKvYAOigRS,Mambo,5.426,160
51857,CNNU8Pl0bNfKqUhKexIhpQlKRpRf,renzy,2.389,20
51858,CNKpkV5GfWmUtT725PPRrtbbTLiU,Garu,3.812,53
51859,CNHGl35WssJIgp37mzJNyOrSs7By,Chewbaku,2.747,22
51860,CNBwH8hd77wUY5rc4KZ5rivBhMfa,TERRA'S EGG,4.994,93
51861,CNBZzpEBaJKElS5P8dXb4mPfqLm2,ryman1,2.004,1
51862,CNAzUegObHDlU9cyqE2m2mxHeuAJ,x_YoZora_95x,2.051,2
51863,CN7VXnGwf4QxyCUz3VBiF5S9FaAC,Dexxhs,2.041,2
51864,CN69nCBsqBHgItKSsZuhqXWXvyjF,pimchaipong1,2.055,2
51865,CMy0I8O8rmouL6wWETEjPg5YT8pw,Cassette,2.385,6
51866,CMvVlZqV4jbmLhIsZczIdPhaGOlo,Vibe Master,2.661,8
51867,CMfNja5LQrui799pEsBXbyl0bDrs,Nebiz,2.481,8
51868,CMbR6LljlxGpM6lUnmE6ubJgubmp,SuddenlySirell,3.528,59
51869,CMWtwRY9CZYkNaSFA2GDHldbWQ5Y,parkertomb325,2.229,5
51870,CMWnqseafWT1jIAwrpPnR8iQlFFP,Leg3ndary,3.544,32
51871,CMWe1f0qtY03quyfcASFiWaNgIHF,RAINPUDDLESOFLEAVES,2.020,1
51872,CMSt9rk7gyt5YDkuRSLMVpof9FQQ,Siatomic,2.075,2
51873,CM9gE2Ae1p1EaH2YZwYFOViFAe8E,Appl3s0up76,2.824,23
51874,CLslkuJjbckMheH0uEglNrZgNF2F,ScourgeRulesBC,2.046,2
51875,CLi4cZIkMdoLzgQRgKiNbBoCLam5,傲娇最讨厌辣,2.058,4
51876,CLhcyxKPtQ2yTKKwsoTqDLuLxjC8,Sen,2.131,3
51877,CLbhNplyKuiZpDZXxHbg3egcs8k4,Black_Alpha,2.250,6
51878,CLUqHmLMuDgbr1cwxcwvU6dGVcgG,Karribean Kean,3.504,17
